서울특별시,종로구,126.9816417,37.57037778
서울특별시,중구,126.9996417,37.56100278
서울특별시,용산구,126.9675222,37.53609444
서울특별시,성동구,127.039,37.56061111
서울특별시,광진구,127.0845333,37.53573889
서울특별시,동대문구,127.0421417,37.571625
서울특별시,중랑구,127.0947778,37.60380556
서울특별시,성북구,127.0203333,37.58638333
서울특별시,강북구,127.0277194,37.63695556
서울특별시,도봉구,127.0495222,37.66583333
서울특별시,노원구,127.0583889,37.65146111
서울특별시,은평구,126.9312417,37.59996944
서울특별시,서대문구,126.9388972,37.57636667
서울특별시,마포구,126.9105306,37.56070556
서울특별시,양천구,126.8687083,37.51423056
서울특별시,강서구,126.851675,37.54815556
서울특별시,구로구,126.8895972,37.49265
서울특별시,금천구,126.9041972,37.44910833
서울특별시,영등포구,126.8983417,37.52361111
서울특별시,동작구,126.941575,37.50965556
서울특별시,관악구,126.9538444,37.47538611
서울특별시,서초구,127.0348111,37.48078611
서울특별시,강남구,127.0495556,37.514575
서울특별시,송파구,127.1079306,37.51175556
서울특별시,강동구,127.1258639,37.52736667
부산광역시,중구,129.0345083,35.10321667
부산광역시,서구,129.0263778,35.09483611
부산광역시,동구,129.059175,35.13589444
부산광역시,영도구,129.0701861,35.08811667
부산광역시,부산진구,129.0553194,35.15995278
부산광역시,동래구,129.0858556,35.20187222
부산광역시,남구,129.0865,35.13340833
부산광역시,북구,128.992475,35.19418056
부산광역시,해운대구,129.1658083,35.16001944
부산광역시,사하구,128.9770417,35.10142778
부산광역시,금정구,129.0943194,35.24007778
부산광역시,강서구,128.9829083,35.20916389
부산광역시,연제구,129.082075,35.17318611
부산광역시,수영구,129.115375,35.14246667
부산광역시,사상구,128.9933333,35.14946667
부산광역시,기장군,129.224475,35.24135
대구광역시,중구,128.6083972,35.86628611
대구광역시,동구,128.6377111,35.88361667
대구광역시,서구,128.5614111,35.86879444
대구광역시,남구,128.5998,35.84297778
대구광역시,북구,128.5850222,35.8827
대구광역시,수성구,128.6328667,35.85520833
대구광역시,달서구,128.5350639,35.82692778
대구광역시,달성군,128.433275,35.77168056
대구광역시,군위군,128.5750778,36.23999722
인천광역시,중구,126.6235667,37.47093333
인천광역시,동구,126.6453667,37.47103611
인천광역시,미추홀구,126.6526861,37.46068056
인천광역시,연수구,126.6804417,37.40712222
인천광역시,남동구,126.7337972,37.44451944
인천광역시,부평구,126.7241,37.50426667
인천광역시,계양구,126.7397528,37.53479167
인천광역시,서구,126.6782,37.54269167
인천광역시,강화군,126.49,37.74385833
인천광역시,옹진군,126.6388889,37.443725
광주광역시,동구,126.9251778,35.1431
광주광역시,서구,126.8934111,35.14948333
광주광역시,남구,126.9101444,35.11903611
광주광역시,북구,126.9141222,35.171125
광주광역시,광산구,126.7957889,35.13642778
대전광역시,동구,127.4348528,36.32413333
대전광역시,중구,127.4231111,36.32263056
대전광역시,서구,127.385775,36.35248333
대전광역시,유성구,127.3583417,36.35936667
대전광역시,대덕구,127.4176861,36.34379444
울산광역시,중구,129.334875,35.56634167
울산광역시,남구,129.3323861,35.54076389
울산광역시,동구,129.4189528,35.50188889
울산광역시,북구,129.3635444,35.57968889
울산광역시,울주군,129.2971639,35.53073889
